runs_left,balls_left,wickets,total_runs_x,crr,rrr,result
76.0,33.0,5,208.0,9.10344827586207,13.818181818181818,0
76.0,32.0,5,208.0,9.0,14.25,0
75.0,31.0,5,208.0,8.96629213483146,14.516129032258064,0
69.0,30.0,5,208.0,9.266666666666667,13.8,0
69.0,29.0,5,208.0,9.164835164835164,14.275862068965518,0
63.0,28.0,5,208.0,9.456521739130435,13.5,0
62.0,27.0,5,208.0,9.419354838709678,13.777777777777779,0
62.0,26.0,5,208.0,9.319148936170214,14.307692307692308,0
58.0,25.0,5,208.0,9.473684210526315,13.92,0
57.0,24.0,5,208.0,9.4375,14.25,0
56.0,23.0,5,208.0,9.402061855670103,14.608695652173912,0
55.0,22.0,5,208.0,9.36734693877551,15.0,0
55.0,21.0,5,208.0,9.272727272727273,15.714285714285714,0
54.0,20.0,5,208.0,9.24,16.2,0
54.0,19.0,4,208.0,9.148514851485148,17.05263157894737,0
54.0,18.0,4,208.0,9.058823529411764,18.0,0
52.0,17.0,4,208.0,9.087378640776699,18.352941176470587,0
52.0,16.0,4,208.0,9.0,19.5,0
52.0,15.0,3,208.0,8.914285714285715,20.8,0
52.0,14.0,2,208.0,8.830188679245284,22.285714285714285,0
52.0,13.0,2,208.0,8.74766355140187,24.0,0
52.0,12.0,2,208.0,8.666666666666666,26.0,0
51.0,11.0,2,208.0,8.642201834862385,27.818181818181817,0
51.0,10.0,2,208.0,8.563636363636364,30.6,0
50.0,9.0,2,208.0,8.54054054054054,33.333333333333336,0
44.0,8.0,2,208.0,8.785714285714286,33.0,0
44.0,7.0,1,208.0,8.70796460176991,37.714285714285715,0
43.0,6.0,1,208.0,8.68421052631579,43.0,0
43.0,5.0,1,208.0,8.608695652173912,51.6,0
42.0,4.0,1,208.0,8.586206896551724,63.0,0
36.0,3.0,1,208.0,8.820512820512821,72.0,0
36.0,2.0,0,208.0,8.745762711864407,108.0,0
184.0,119.0,10,185.0,6.0,9.277310924369749,0
180.0,118.0,10,185.0,15.0,9.152542372881356,0
179.0,117.0,10,185.0,12.0,9.179487179487179,0
178.0,116.0,10,185.0,10.5,9.206896551724139,0
178.0,115.0,10,185.0,8.4,9.28695652173913,0
178.0,114.0,10,185.0,7.0,9.368421052631579,0
177.0,113.0,10,185.0,6.857142857142857,9.398230088495575,0
173.0,113.0,10,185.0,10.285714285714286,9.185840707964601,0
169.0,112.0,10,185.0,12.0,9.053571428571429,0
168.0,111.0,10,185.0,11.333333333333334,9.08108108108108,0
167.0,110.0,10,185.0,10.8,9.10909090909091,0
163.0,109.0,10,185.0,12.0,8.972477064220184,0
162.0,108.0,10,185.0,11.5,9.0,0
162.0,107.0,10,185.0,10.615384615384615,9.08411214953271,0
162.0,106.0,10,185.0,9.857142857142858,9.169811320754716,0
156.0,105.0,10,185.0,11.6,8.914285714285715,0
152.0,104.0,10,185.0,12.375,8.76923076923077,0
151.0,103.0,10,185.0,12.0,8.79611650485437,0
150.0,102.0,10,185.0,11.666666666666666,8.823529411764707,0
150.0,101.0,9,185.0,11.052631578947368,8.910891089108912,0
150.0,100.0,9,185.0,10.5,9.0,0
149.0,99.0,9,185.0,10.285714285714286,9.030303030303031,0
148.0,98.0,9,185.0,10.090909090909092,9.061224489795919,0
146.0,97.0,9,185.0,10.173913043478262,9.030927835051546,0
146.0,96.0,9,185.0,9.75,9.125,0
145.0,95.0,9,185.0,9.6,9.157894736842104,0
144.0,94.0,9,185.0,9.461538461538462,9.191489361702128,0
144.0,93.0,9,185.0,9.11111111111111,9.290322580645162,0
143.0,92.0,9,185.0,9.0,9.326086956521738,0
143.0,91.0,9,185.0,8.689655172413794,9.428571428571429,0
142.0,90.0,9,185.0,8.6,9.466666666666667,0
138.0,89.0,9,185.0,9.096774193548388,9.303370786516854,0
137.0,88.0,9,185.0,9.0,9.340909090909092,0
131.0,87.0,9,185.0,9.818181818181818,9.03448275862069,0
127.0,86.0,9,185.0,10.235294117647058,8.86046511627907,0
127.0,85.0,9,185.0,9.942857142857143,8.964705882352941,0
126.0,84.0,9,185.0,9.833333333333334,9.0,0
125.0,83.0,9,185.0,9.72972972972973,9.036144578313253,0
125.0,82.0,9,185.0,9.473684210526315,9.146341463414634,0
124.0,81.0,9,185.0,9.384615384615385,9.185185185185185,0
123.0,80.0,9,185.0,9.3,9.225,0
123.0,79.0,9,185.0,9.073170731707316,9.341772151898734,0
122.0,78.0,9,185.0,9.0,9.384615384615385,0
120.0,77.0,9,185.0,9.069767441860465,9.35064935064935,0
120.0,76.0,9,185.0,8.863636363636363,9.473684210526315,0
116.0,75.0,9,185.0,9.2,9.28,0
114.0,74.0,9,185.0,9.26086956521739,9.243243243243244,0
113.0,73.0,9,185.0,9.191489361702128,9.287671232876713,0
112.0,72.0,9,185.0,9.125,9.333333333333334,0
110.0,71.0,9,185.0,9.183673469387756,9.295774647887324,0
106.0,70.0,9,185.0,9.48,9.085714285714285,0
105.0,69.0,9,185.0,9.411764705882353,9.130434782608695,0
105.0,68.0,9,185.0,9.23076923076923,9.264705882352942,0
104.0,67.0,9,185.0,9.169811320754716,9.313432835820896,0
103.0,66.0,9,185.0,9.11111111111111,9.363636363636363,0
103.0,65.0,9,185.0,8.945454545454545,9.507692307692308,0
97.0,64.0,9,185.0,9.428571428571429,9.09375,0
96.0,63.0,9,185.0,9.368421052631579,9.142857142857142,0
94.0,62.0,9,185.0,9.413793103448276,9.096774193548388,0
93.0,61.0,9,185.0,9.35593220338983,9.147540983606557,0
92.0,60.0,9,185.0,9.3,9.2,0
92.0,59.0,8,185.0,9.147540983606557,9.35593220338983,0
92.0,58.0,8,185.0,9.0,9.517241379310345,0
91.0,57.0,8,185.0,8.952380952380953,9.578947368421053,0
91.0,56.0,8,185.0,8.8125,9.75,0
89.0,55.0,8,185.0,8.861538461538462,9.709090909090909,0
88.0,54.0,8,185.0,8.818181818181818,9.777777777777779,0
88.0,53.0,8,185.0,8.686567164179104,9.962264150943396,0
87.0,52.0,8,185.0,8.647058823529411,10.038461538461538,0
86.0,51.0,8,185.0,8.608695652173912,10.117647058823529,0
82.0,50.0,8,185.0,8.82857142857143,9.84,0
81.0,49.0,8,185.0,8.788732394366198,9.918367346938776,0
80.0,48.0,8,185.0,8.75,10.0,0
80.0,47.0,8,185.0,8.63013698630137,10.212765957446809,0
80.0,46.0,8,185.0,8.513513513513514,10.434782608695652,0
76.0,45.0,8,185.0,8.72,10.133333333333333,0
76.0,44.0,8,185.0,8.605263157894736,10.363636363636363,0
72.0,43.0,8,185.0,8.805194805194805,10.046511627906977,0
71.0,42.0,8,185.0,8.76923076923077,10.142857142857142,0
67.0,41.0,8,185.0,8.962025316455696,9.804878048780488,0
66.0,40.0,8,185.0,8.925,9.9,0
65.0,39.0,8,185.0,8.88888888888889,10.0,0
59.0,38.0,8,185.0,9.21951219512195,9.31578947368421,0
58.0,37.0,8,185.0,9.180722891566266,9.405405405405405,0
57.0,36.0,8,185.0,9.142857142857142,9.5,0
56.0,35.0,8,185.0,9.105882352941176,9.6,0
52.0,35.0,8,185.0,9.388235294117647,8.914285714285715,0
51.0,34.0,8,185.0,9.348837209302326,9.0,0
49.0,33.0,8,185.0,9.379310344827585,8.909090909090908,0
48.0,32.0,8,185.0,9.340909090909092,9.0,0
47.0,31.0,8,185.0,9.303370786516854,9.096774193548388,0
46.0,30.0,8,185.0,9.266666666666667,9.2,0
46.0,29.0,8,185.0,9.164835164835164,9.517241379310345,0
42.0,29.0,8,185.0,9.428571428571429,8.689655172413794,0
42.0,28.0,7,185.0,9.326086956521738,9.0,0
41.0,27.0,7,185.0,9.290322580645162,9.11111111111111,0
40.0,26.0,7,185.0,9.25531914893617,9.23076923076923,0
38.0,25.0,7,185.0,9.284210526315789,9.12,0
37.0,24.0,7,185.0,9.25,9.25,0
36.0,23.0,7,185.0,9.216494845360824,9.391304347826088,0
35.0,22.0,7,185.0,9.183673469387756,9.545454545454545,0
33.0,21.0,7,185.0,9.212121212121213,9.428571428571429,0
33.0,20.0,7,185.0,9.12,9.9,0
31.0,19.0,7,185.0,9.148514851485148,9.789473684210526,0
27.0,18.0,7,185.0,9.294117647058824,9.0,0
27.0,17.0,7,185.0,9.20388349514563,9.529411764705882,0
26.0,16.0,7,185.0,9.173076923076923,9.75,0
26.0,15.0,7,185.0,9.085714285714285,10.4,0
25.0,14.0,7,185.0,9.056603773584905,10.714285714285714,0
24.0,13.0,7,185.0,9.02803738317757,11.076923076923077,0
20.0,12.0,7,185.0,9.166666666666666,10.0,0
19.0,11.0,7,185.0,9.137614678899082,10.363636363636363,0
18.0,10.0,7,185.0,9.10909090909091,10.8,0
18.0,9.0,7,185.0,9.027027027027026,12.0,0
18.0,8.0,7,185.0,8.946428571428571,13.5,0
14.0,7.0,7,185.0,9.079646017699115,12.0,0
13.0,6.0,7,185.0,9.052631578947368,13.0,0
12.0,5.0,7,185.0,9.02608695652174,14.4,0
11.0,4.0,7,185.0,9.0,16.5,0
10.0,3.0,7,185.0,8.974358974358974,20.0,0
4.0,2.0,7,185.0,9.203389830508474,12.0,0
-2.0,1.0,7,185.0,9.428571428571429,-12.0,0
183.0,119.0,10,184.0,6.0,9.22689075630252,1
183.0,118.0,10,184.0,3.0,9.305084745762711,1
182.0,117.0,10,184.0,4.0,9.333333333333334,1
182.0,116.0,10,184.0,3.0,9.413793103448276,1
181.0,115.0,10,184.0,3.6,9.443478260869565,1
177.0,114.0,10,184.0,7.0,9.31578947368421,1
176.0,113.0,10,184.0,6.857142857142857,9.345132743362832,1
170.0,112.0,10,184.0,10.5,9.107142857142858,1
169.0,111.0,10,184.0,10.0,9.135135135135135,1
165.0,110.0,10,184.0,11.4,9.0,1
165.0,109.0,10,184.0,10.363636363636363,9.082568807339449,1
164.0,108.0,10,184.0,10.0,9.11111111111111,1
160.0,107.0,10,184.0,11.076923076923077,8.97196261682243,1
159.0,106.0,10,184.0,10.714285714285714,9.0,1
158.0,105.0,10,184.0,10.4,9.028571428571428,1
154.0,104.0,10,184.0,11.25,8.884615384615385,1
148.0,103.0,10,184.0,12.705882352941176,8.62135922330097,1
148.0,102.0,10,184.0,12.0,8.705882352941176,1
147.0,101.0,10,184.0,11.68421052631579,8.732673267326733,1
147.0,100.0,10,184.0,11.1,8.82,1
143.0,101.0,10,184.0,12.947368421052632,8.495049504950495,1
143.0,100.0,10,184.0,12.3,8.58,1
142.0,99.0,10,184.0,12.0,8.606060606060606,1
142.0,98.0,10,184.0,11.454545454545455,8.693877551020408,1
142.0,97.0,10,184.0,10.956521739130435,8.783505154639176,1
138.0,96.0,10,184.0,11.5,8.625,1
138.0,95.0,10,184.0,11.04,8.715789473684211,1
138.0,94.0,10,184.0,10.615384615384615,8.808510638297872,1
137.0,93.0,10,184.0,10.444444444444445,8.838709677419354,1
136.0,92.0,10,184.0,10.285714285714286,8.869565217391305,1
132.0,91.0,10,184.0,10.758620689655173,8.703296703296703,1
131.0,90.0,10,184.0,10.6,8.733333333333333,1
127.0,89.0,10,184.0,11.03225806451613,8.561797752808989,1
123.0,88.0,10,184.0,11.4375,8.386363636363637,1
123.0,87.0,10,184.0,11.090909090909092,8.482758620689655,1
119.0,86.0,10,184.0,11.470588235294118,8.30232558139535,1
115.0,85.0,10,184.0,11.82857142857143,8.117647058823529,1
111.0,84.0,10,184.0,12.166666666666666,7.928571428571429,1
105.0,83.0,10,184.0,12.81081081081081,7.590361445783133,1
101.0,82.0,10,184.0,13.105263157894736,7.390243902439025,1
101.0,81.0,10,184.0,12.76923076923077,7.481481481481482,1
95.0,80.0,10,184.0,13.35,7.125,1
89.0,79.0,10,184.0,13.902439024390244,6.7594936708860756,1
88.0,78.0,10,184.0,13.714285714285714,6.769230769230769,1
87.0,77.0,10,184.0,13.534883720930232,6.779220779220779,1
86.0,76.0,10,184.0,13.363636363636363,6.7894736842105265,1
85.0,75.0,10,184.0,13.2,6.8,1
83.0,74.0,10,184.0,13.173913043478262,6.72972972972973,1
81.0,73.0,10,184.0,13.148936170212766,6.657534246575342,1
81.0,72.0,10,184.0,12.875,6.75,1
77.0,71.0,10,184.0,13.10204081632653,6.507042253521127,1
76.0,70.0,10,184.0,12.96,6.514285714285714,1
76.0,69.0,10,184.0,12.705882352941176,6.608695652173913,1
75.0,68.0,10,184.0,12.576923076923077,6.617647058823529,1
75.0,67.0,10,184.0,12.339622641509434,6.7164179104477615,1
75.0,66.0,10,184.0,12.11111111111111,6.818181818181818,1
73.0,65.0,10,184.0,12.10909090909091,6.7384615384615385,1
73.0,64.0,10,184.0,11.892857142857142,6.84375,1
72.0,63.0,10,184.0,11.789473684210526,6.857142857142857,1
70.0,62.0,10,184.0,11.793103448275861,6.774193548387097,1
69.0,61.0,10,184.0,11.694915254237289,6.786885245901639,1
68.0,60.0,10,184.0,11.6,6.8,1
67.0,59.0,10,184.0,11.508196721311476,6.813559322033898,1
67.0,58.0,10,184.0,11.32258064516129,6.931034482758621,1
65.0,57.0,10,184.0,11.333333333333334,6.842105263157895,1
61.0,56.0,10,184.0,11.53125,6.535714285714286,1
61.0,55.0,10,184.0,11.353846153846154,6.654545454545454,1
57.0,54.0,10,184.0,11.545454545454545,6.333333333333333,1
53.0,53.0,10,184.0,11.73134328358209,6.0,1
48.0,53.0,10,184.0,12.17910447761194,5.433962264150943,1
47.0,52.0,10,184.0,12.088235294117647,5.423076923076923,1
43.0,51.0,10,184.0,12.26086956521739,5.0588235294117645,1
42.0,50.0,10,184.0,12.17142857142857,5.04,1
41.0,49.0,10,184.0,12.084507042253522,5.020408163265306,1
39.0,48.0,10,184.0,12.083333333333334,4.875,1
38.0,47.0,10,184.0,12.0,4.851063829787234,1
37.0,46.0,10,184.0,11.91891891891892,4.826086956521739,1
36.0,47.0,10,184.0,12.164383561643836,4.595744680851064,1
35.0,46.0,10,184.0,12.08108108108108,4.565217391304348,1
34.0,45.0,10,184.0,12.0,4.533333333333333,1
33.0,44.0,10,184.0,11.921052631578947,4.5,1
32.0,43.0,10,184.0,11.844155844155845,4.465116279069767,1
31.0,42.0,10,184.0,11.76923076923077,4.428571428571429,1
25.0,41.0,10,184.0,12.075949367088608,3.658536585365854,1
24.0,40.0,10,184.0,12.0,3.6,1
23.0,39.0,10,184.0,11.925925925925926,3.5384615384615383,1
23.0,38.0,10,184.0,11.78048780487805,3.6315789473684212,1
22.0,37.0,10,184.0,11.710843373493976,3.5675675675675675,1
22.0,36.0,10,184.0,11.571428571428571,3.6666666666666665,1
21.0,35.0,10,184.0,11.505882352941176,3.6,1
15.0,34.0,10,184.0,11.790697674418604,2.6470588235294117,1
11.0,33.0,10,184.0,11.931034482758621,2.0,1
5.0,32.0,10,184.0,12.204545454545455,0.9375,1
4.0,31.0,10,184.0,12.134831460674157,0.7741935483870968,1
2.0,30.0,10,184.0,12.133333333333333,0.4,1
0.0,29.0,10,184.0,12.131868131868131,0.0,1
164.0,119.0,10,164.0,0.0,8.268907563025211,0
164.0,118.0,10,164.0,0.0,8.338983050847459,0
160.0,117.0,10,164.0,8.0,8.205128205128204,0
159.0,116.0,10,164.0,7.5,8.224137931034482,0
158.0,115.0,10,164.0,7.2,8.243478260869566,0
158.0,114.0,10,164.0,6.0,8.31578947368421,0
158.0,113.0,10,164.0,5.142857142857143,8.389380530973451,0
157.0,112.0,10,164.0,5.25,8.410714285714286,0
153.0,111.0,10,164.0,7.333333333333333,8.27027027027027,0
152.0,110.0,10,164.0,7.2,8.290909090909091,0
151.0,109.0,10,164.0,7.090909090909091,8.311926605504587,0
150.0,108.0,10,164.0,7.0,8.333333333333334,0
149.0,107.0,10,164.0,6.923076923076923,8.355140186915888,0
145.0,106.0,10,164.0,8.142857142857142,8.20754716981132,0
139.0,107.0,10,164.0,11.538461538461538,7.794392523364486,0
138.0,106.0,10,164.0,11.142857142857142,7.811320754716981,0
137.0,105.0,10,164.0,10.8,7.828571428571428,0
137.0,104.0,10,164.0,10.125,7.903846153846154,0
137.0,103.0,9,164.0,9.529411764705882,7.980582524271845,0
137.0,102.0,9,164.0,9.0,8.058823529411764,0
137.0,101.0,9,164.0,8.526315789473685,8.138613861386139,0
133.0,100.0,9,164.0,9.3,7.98,0
133.0,99.0,9,164.0,8.857142857142858,8.06060606060606,0
132.0,98.0,9,164.0,8.727272727272727,8.081632653061224,0
126.0,97.0,9,164.0,9.91304347826087,7.793814432989691,0
126.0,96.0,9,164.0,9.5,7.875,0
125.0,95.0,9,164.0,9.36,7.894736842105263,0
125.0,94.0,9,164.0,9.0,7.9787234042553195,0
124.0,93.0,9,164.0,8.88888888888889,8.0,0
120.0,92.0,9,164.0,9.428571428571429,7.826086956521739,0
116.0,91.0,9,164.0,9.931034482758621,7.648351648351649,0
116.0,90.0,9,164.0,9.6,7.733333333333333,0
115.0,89.0,9,164.0,9.483870967741936,7.752808988764045,0
115.0,88.0,8,164.0,9.1875,7.840909090909091,0
114.0,87.0,8,164.0,9.090909090909092,7.862068965517241,0
113.0,86.0,8,164.0,9.0,7.883720930232558,0
109.0,85.0,8,164.0,9.428571428571429,7.694117647058824,0
108.0,84.0,8,164.0,9.333333333333334,7.714285714285714,0
107.0,83.0,8,164.0,9.243243243243244,7.734939759036145,0
106.0,82.0,8,164.0,9.157894736842104,7.7560975609756095,0
106.0,81.0,8,164.0,8.923076923076923,7.851851851851852,0
106.0,80.0,8,164.0,8.7,7.95,0
106.0,79.0,8,164.0,8.487804878048781,8.050632911392405,0
105.0,78.0,8,164.0,8.428571428571429,8.076923076923077,0
105.0,77.0,8,164.0,8.232558139534884,8.181818181818182,0
105.0,76.0,8,164.0,8.045454545454545,8.289473684210526,0
104.0,75.0,8,164.0,8.0,8.32,0
103.0,74.0,8,164.0,7.956521739130435,8.35135135135135,0
102.0,73.0,8,164.0,7.914893617021277,8.383561643835616,0
102.0,72.0,8,164.0,7.75,8.5,0
101.0,71.0,8,164.0,7.714285714285714,8.535211267605634,0
101.0,70.0,8,164.0,7.56,8.657142857142857,0
101.0,69.0,8,164.0,7.411764705882353,8.782608695652174,0
100.0,68.0,8,164.0,7.384615384615385,8.823529411764707,0
99.0,67.0,8,164.0,7.3584905660377355,8.865671641791044,0
98.0,66.0,8,164.0,7.333333333333333,8.909090909090908,0
97.0,65.0,8,164.0,7.3090909090909095,8.953846153846154,0
96.0,64.0,8,164.0,7.285714285714286,9.0,0
95.0,63.0,8,164.0,7.2631578947368425,9.047619047619047,0
94.0,62.0,8,164.0,7.241379310344827,9.096774193548388,0
93.0,61.0,8,164.0,7.220338983050848,9.147540983606557,0
91.0,60.0,8,164.0,7.3,9.1,0
90.0,59.0,8,164.0,7.278688524590164,9.152542372881356,0
84.0,58.0,8,164.0,7.741935483870968,8.689655172413794,0
83.0,57.0,8,164.0,7.714285714285714,8.736842105263158,0
82.0,56.0,8,164.0,7.6875,8.785714285714286,0
81.0,55.0,8,164.0,7.661538461538462,8.836363636363636,0
81.0,54.0,7,164.0,7.545454545454546,9.0,0
81.0,53.0,7,164.0,7.432835820895522,9.169811320754716,0
80.0,52.0,7,164.0,7.411764705882353,9.23076923076923,0
79.0,51.0,7,164.0,7.391304347826087,9.294117647058824,0
79.0,53.0,6,164.0,7.611940298507463,8.943396226415095,0
78.0,52.0,6,164.0,7.588235294117647,9.0,0
77.0,51.0,6,164.0,7.565217391304348,9.058823529411764,0
76.0,50.0,6,164.0,7.542857142857143,9.12,0
76.0,49.0,6,164.0,7.436619718309859,9.306122448979592,0
76.0,48.0,6,164.0,7.333333333333333,9.5,0
70.0,47.0,6,164.0,7.726027397260274,8.936170212765957,0
69.0,46.0,6,164.0,7.702702702702703,9.0,0
68.0,45.0,6,164.0,7.68,9.066666666666666,0
64.0,44.0,6,164.0,7.894736842105263,8.727272727272727,0
63.0,43.0,6,164.0,7.87012987012987,8.790697674418604,0
62.0,42.0,6,164.0,7.846153846153846,8.857142857142858,0
61.0,41.0,6,164.0,7.822784810126582,8.926829268292684,0
60.0,41.0,6,164.0,7.89873417721519,8.78048780487805,0
56.0,40.0,6,164.0,8.1,8.4,0
54.0,39.0,6,164.0,8.148148148148149,8.307692307692308,0
54.0,38.0,6,164.0,8.048780487804878,8.526315789473685,0
54.0,37.0,6,164.0,7.951807228915663,8.756756756756756,0
48.0,36.0,6,164.0,8.285714285714286,8.0,0
48.0,35.0,6,164.0,8.188235294117646,8.228571428571428,0
48.0,35.0,6,164.0,8.188235294117646,8.228571428571428,0
44.0,34.0,6,164.0,8.372093023255815,7.764705882352941,0
43.0,33.0,6,164.0,8.344827586206897,7.818181818181818,0
42.0,32.0,6,164.0,8.318181818181818,7.875,0
42.0,31.0,6,164.0,8.224719101123595,8.129032258064516,0
36.0,30.0,6,164.0,8.533333333333333,7.2,0
35.0,29.0,6,164.0,8.505494505494505,7.241379310344827,0
29.0,28.0,6,164.0,8.804347826086957,6.214285714285714,0
23.0,27.0,6,164.0,9.096774193548388,5.111111111111111,0
23.0,26.0,6,164.0,9.0,5.3076923076923075,0
22.0,25.0,6,164.0,8.968421052631578,5.28,0
21.0,24.0,6,164.0,8.9375,5.25,0
21.0,23.0,6,164.0,8.845360824742269,5.478260869565218,0
21.0,22.0,6,164.0,8.755102040816327,5.7272727272727275,0
20.0,21.0,6,164.0,8.727272727272727,5.714285714285714,0
20.0,20.0,6,164.0,8.64,6.0,0
19.0,19.0,6,164.0,8.613861386138614,6.0,0
19.0,18.0,6,164.0,8.529411764705882,6.333333333333333,0
18.0,17.0,6,164.0,8.504854368932039,6.352941176470588,0
16.0,16.0,6,164.0,8.538461538461538,6.0,0
16.0,15.0,6,164.0,8.457142857142857,6.4,0
10.0,14.0,6,164.0,8.716981132075471,4.285714285714286,0
8.0,13.0,6,164.0,8.74766355140187,3.6923076923076925,0
7.0,12.0,6,164.0,8.722222222222221,3.5,0
7.0,11.0,6,164.0,8.642201834862385,3.8181818181818183,0
3.0,10.0,6,164.0,8.781818181818181,1.8,0
3.0,9.0,6,164.0,8.702702702702704,2.0,0
3.0,8.0,6,164.0,8.625,2.25,0
2.0,7.0,6,164.0,8.601769911504425,1.7142857142857142,0
1.0,6.0,6,164.0,8.578947368421053,1.0,0
0.0,5.0,6,164.0,8.556521739130435,0.0,0
158.0,119.0,10,158.0,0.0,7.966386554621849,0
157.0,118.0,10,158.0,3.0,7.983050847457627,0
